tanda;grupo;idioma;consulta;cos_max;tau_idioma;clasifica_bien;pasaje_num;pasaje_recuperado
2;dentro;en;How many heads tall is a well proportioned man?;0.8482;0.8592;NO;309;"If a man 2 braccia high is too small, one of four is too tall, the medium being what is admirable. Between 2 and 4 comes 3; therefore take a man of 3 braccia in height and measure him by the rule I will give you. If you tell me that I may be mistaken, and judge a man to be well proportioned who does not conform to this division, I answer that you must look at many men of 3 braccia, and out of the "
2;dentro;en;What are the proportions of a horse?;0.8458;0.8592;NO;718;Measurement of the Sicilian horse the leg from behind, seen in front, lifted and extended. Occasional references to the Sforza monument (719-724).
2;dentro;en;How do the tendons of the hand move?;0.8928;0.8592;si;353;"The principal movements of the hand are 10; that is forwards, backwards, to right and to left, in a circular motion, up or down, to close and to open, and to spread the fingers or to press them together."
2;dentro;en;What must a painter know of bones to draw the body?;0.8760;0.8592;si;488;OF PAINTING. It is indispensable to a Painter who would be thoroughly familiar with the limbs in all the positions and actions of which they are capable, in the nude, to know the anatomy of the sinews, bones, muscles and tendons so that, in their various movements and exertions, he may know which nerve or muscle is the cause of each movement and show those only as prominent and thickened, and not 
2;dentro;en;How should the face of an old man be represented?;0.8864;0.8592;si;594;OF REPRESENTING A MAN SPEAKING TO A MULTITUDE. When you wish to represent a man speaking to a number of people, consider the matter of which he has to treat and adapt his action to the subject. Thus, if he speaks persuasively, let his action be appropriate to it. If the matter in hand be to set forth an argument, let the speaker, with the fingers of the right hand hold one finger of the left hand,
2;dentro;en;How are the expressions of the face painted?;0.8671;0.8592;si;659;"Though you may be able to tell or write the exact description of forms, the painter can so depict them that they will appear alive, with the shadow and light which show the expression of a face; which you cannot accomplish with the pen though it can be achieved by the brush. On the history of painting (660. 661)."
2;dentro;en;How should a battle scene be composed?;0.8427;0.8592;NO;601;"OF THE WAY OF REPRESENTING A BATTLE. First you must represent the smoke of artillery mingling in the air with the dust and tossed up by the movement of horses and the combatants. And this mixture you must express thus: The dust, being a thing of earth, has weight; and although from its fineness it is easily tossed up and mingles with the air, it nevertheless readily falls again. It is the finest p"
2;dentro;en;Is painting superior to sculpture?;0.8637;0.8592;si;528;Why are paintings seen more correctly in a mirror than out of it?
2;dentro;en;What should the painter do when he is alone?;0.8546;0.8592;NO;494;OF THE LIFE OF THE PAINTER IN HIS STUDIO. To the end that well-being of the body may not injure that of the mind, the painter or draughtsman must remain solitary, and particularly when intent on those studies and reflections which will constantly rise up before his eye, giving materials to be well stored in the memory. While you are alone you are entirely your own [master] and if you have one comp
2;dentro;en;Is it good to judge one's own work in a mirror?;0.9155;0.8592;si;530;"OF JUDGING YOUR OWN PICTURES. We know very well that errors are better recognised in the works of others than in our own; and that often, while reproving little faults in others, you may ignore great ones in yourself. To avoid such ignorance, in the first place make yourself a master of perspective, then acquire perfect knowledge of the proportions of men and other animals, and also, study good ar"
2;dentro;en;Why is it important to draw from nature?;0.8896;0.8592;si;515;THAT THE LIGHT FOR DRAWING FROM NATURE SHOULD BE HIGH UP. The light for drawing from nature should come from the North in order that it may not vary. And if you have it from the South, keep the window screened with cloth, so that with the sun shining the whole day the light may not vary. The height of the light should be so arranged as that every object shall cast a shadow on the ground of the sam
2;dentro;en;How does one train the visual memory?;0.8734;0.8592;si;531;"OF A METHOD OF LEARNING WELL BY HEART. When you want to know a thing you have studied in your memory proceed in this way: When you have drawn the same thing so many times that you think you know it by heart, test it by drawing it without the model; but have the model traced on flat thin glass and lay this on the drawing you have made without the model, and note carefully where the tracing does not"
2;dentro;en;How do birds fly against the wind?;0.8782;0.8592;si;472;"Trees struck by the force of the wind bend to the side towards which the wind is blowing; and the wind being past they bend in the contrary direction, that is in reverse motion."
2;dentro;en;What does a bird do with its tail when it turns in the air?;0.8548;0.8592;NO;1259;trochilus, a very small bird, runs at once to its mouth and hops among its teeth and goes pecking out the remains of the food, and so inciting it with voluptuous delight tempts it to open the whole of its mouth, and so it sleeps. This being observed by the ichneumon it flings itself into its mouth and perforates its stomach and bowels, and finally kills it. THE DOLPHIN. Nature has given such knowl
2;dentro;en;Can a machine be built that allows a man to fly?;0.8691;0.8592;si;1122;Man when flying must stand free from the waist upwards so as to be able to balance himself as he does in a boat so that the centre of gravity in himself and in the machine may counterbalance each other, and be shifted as necessity demands for the changes of its centre of resistance.
2;dentro;en;How is weight distributed in an arch?;0.8721;0.8592;si;788;"An Experiment to show that a weight placed on an arch does not discharge itself entirely on its columns; on the contrary the greater the weight placed on the arches, the less the arch transmits the weight to the columns. The experiment is the following. Let a man be placed on a steel yard in the middle of the shaft of a well, then let him spread out his hands and feet between the walls of the well"
2;dentro;en;How is a weight raised by means of pulleys?;0.8366;0.8592;NO;369;A sitting man cannot raise himself if that part of his body which is front of his axis [centre of gravity] does not weigh more than that which is behind that axis [or centre] without using his arms. A man who is mounting any slope finds that he must involuntarily throw the most weight forward, on the higher foot, rather than behind--that is in front of the axis and not behind it. Hence a man will 
2;dentro;en;How should a city be fortified?;0.8289;0.8592;NO;1203;"There will be eternal fame also for the inhabitants of that town, constructed and enlarged by him. All communities obey and are led by their magnates, and these magnates ally themselves with the lords and subjugate them in two ways: either by consanguinity, or by fortune; by consanguinity, when their children are, as it were, hostages, and a security and pledge of their suspected fidelity; by prop"
2;dentro;en;How do the branches of a tree grow?;0.8828;0.8592;si;407;"The lowest branches, after they have formed the angle of their separation from the parent stem, always bend downwards so as not to crowd against the other branches which follow them on the same stem and to be better able to take the air which nourishes them. As is shown by the angle _b a c_; the branch _a c_ after it has made the corner of the angle _a c_ bends downwards to _c d_ and the lesser sh"
2;fuera;es;¿Por qué sonríe así la Gioconda?;0.7916;0.8017;si;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;es;¿Dónde está hoy la Mona Lisa?;0.7690;0.8017;si;1489;"_It may be incidentally remarked that no sketches are known for the portrait of ""Mona Lisa"", nor do the MS. notes ever allude to it, though according to Vasari the master had it in hand for fully four years. Leonardo's cartoon for the picture of the battle of Anghiari has shared the fate of the rival work, Michaelangelo's ""Bathers summoned to Battle"". Both have been lost in some wholly inexplicabl"
2;fuera;es;¿Cuánto vale el Salvator Mundi?;0.7889;0.8017;si;1546;Miseracione divina sacro sancte Romane ecclesie tituli n cardinalis 2wulgariter nuncupatus venerabili religioso fratri Johanni Mair d'Nustorf 3ordinis praedicatorum provintie teutonie (?) conventus Wiennensis capellano 4 nostro commensali salutem in dno sempi- ternam Religione zelus rite ac in [ferite?] 5honestas aliarumque laudabilium probitatis et virtutum merita quibus apud nos fide 6digno comm
2;fuera;es;¿Qué sentiste al pintar La Última Cena?;0.8040;0.8017;NO;662;The painter strives and competes with nature. _X. Studies and Sketches for Pictures and Decorations. An artist's manuscript notes can hardly be expected to contain any thing more than incidental references to those masterpieces of his work of which the fame, sounded in the writings of his contemporaries, has left a glorious echo to posterity. We need not therefore be surprised to find that the tex
2;fuera;es;¿Peleaste con Miguel Ángel en Florencia?;0.8424;0.8017;NO;1563;Memorandum to Maestro Lionardo to have ... the state of Florence.
2;fuera;es;¿Qué opinás de la Capilla Sixtina?;0.7908;0.8017;si;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;es;¿Qué pensás de Rafael?;0.7972;0.8017;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;es;¿Cómo era tu relación con Salaì?;0.8080;0.8017;NO;1528;"On the day of October, 1508, I had 30 scudi; 13 I lent to Salai to make up his sister's dowry, and 17 I have left."
2;fuera;es;¿Tuviste hijos?;0.8054;0.8017;NO;1558;"**IlavTcov avTKX[AcpXt(uv Suo soostai smataupovTou; 2irptoo[Aiaaai w avepu>uo? 'Ae7]vac ToT? Qs.oi<; 8sj(o[j-ai.** C.A.130a; 397a]"
2;fuera;es;¿Te casaste alguna vez?;0.7940;0.8017;si;1366;Tell me if ever I did a thing which me ....
2;fuera;es;¿Cómo era tu padre?;0.7974;0.8017;si;1354;"Dear Benedetto de' Pertarti. When the proud giant fell because of the bloody and miry state of the ground it was as though a mountain had fallen so that the country shook as with an earthquake, and terror fell on Pluto in hell. From the violence of the shock he lay as stunned on the level ground. Suddenly the people, seeing him as one killed by a thunderbolt, turned back; like ants running wildly "
2;fuera;es;¿Es cierto que te juzgaron en Florencia?;0.7996;0.8017;si;1131;"Of decorations. White and sky-blue cloths, woven in checks to make a decoration. Cloths with the threads drawn at _a b c d e f g h i k_, to go round the decoration. _XIX._ _Philosophical Maxims. Morals. Polemics and Speculations_. _Vasari indulges in severe strictures on Leonardo's religious views. He speaks, among other things, of his_ ""capricci nel filosofar delle cose naturali"" _and says on thi"
2;fuera;es;¿Dónde estás enterrado?;0.7971;0.8017;si;843;"HOW THE BODY OF ANIMALS IS CONSTANTLY DYING AND BEING RENEWED. The body of any thing whatever that takes nourishment constantly dies and is constantly renewed; because nourishment can only enter into places where the former nourishment has expired, and if it has expired it no longer has life. And if you do not supply nourishment equal to the nourishment which is gone, life will fail in vigour, and"
2;fuera;es;¿De qué moriste?;0.8146;0.8017;NO;1546;Miseracione divina sacro sancte Romane ecclesie tituli n cardinalis 2wulgariter nuncupatus venerabili religioso fratri Johanni Mair d'Nustorf 3ordinis praedicatorum provintie teutonie (?) conventus Wiennensis capellano 4 nostro commensali salutem in dno sempi- ternam Religione zelus rite ac in [ferite?] 5honestas aliarumque laudabilium probitatis et virtutum merita quibus apud nos fide 6digno comm
2;fuera;es;¿Qué edad tenías cuando moriste?;0.7939;0.8017;si;1565;XVIo* C. 6 de Ciuitate Dei, 2*se Antipodes.
2;fuera;es;¿Quién ganó las últimas elecciones en Argentina?;0.7471;0.8017;si;1069;GERMANY. FRANCE. a. Austria, a. Picardy. b. Saxony. b. Normandy. c. Nuremberg. c. Dauphine. d. Flanders. SPAIN. a. Biscay. b. Castille. c. Galicia. d. Portugal. e. Taragona. f. Granada.
2;fuera;es;¿Qué opinás del presidente de los Estados Unidos?;0.7882;0.8017;si;1191;"Ask counsel of him who rules himself well. Justice requires power, insight, and will; and it resembles the queen-bee. He who does not punish evil commands it to be done. He who takes the snake by the tail will presently be bitten by it. The grave will fall in upon him who digs it."
2;fuera;es;¿Qué está pasando con la guerra en Ucrania?;0.7614;0.8017;si;1302;Men will deal bitter blows to that which is the cause of their life. (In thrashing Grain.) The skins of animals will rouse men from their silence with great outcries and curses. (Balls for playing Games.) Very often a thing that is itself broken is the occasion of much union. (That is the Comb made of split Cane which unites the threads of Silk.) The wind passing through the skins of animals will 
2;fuera;es;¿Qué te parece la Unión Europea?;0.8122;0.8017;NO;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;es;¿Cómo funciona internet?;0.7947;0.8017;si;65;"PERSPECTIVE. The air is filled with endless images of the objects distributed in it; and all are represented in all, and all in one, and all in each, whence it happens that if two mirrors are placed in such a manner as to face each other exactly, the first will be reflected in the second and the second in the first. The first being reflected in the second takes to it the image of itself with all t"
2;fuera;es;¿Qué es una criptomoneda?;0.7688;0.8017;si;926;A book of the ordering of rivers so as to preserve their banks. A book of the mountains, which would stand forth and become land, if our hemisphere were to be uncovered by the water. A book of the earth carried down by the waters to fill up the great abyss of the seas. A book of the ways in which a tempest may of itself clear out filled up sea-ports. A book of the shores of rivers and of their per
2;fuera;es;¿Cómo funciona un teléfono inteligente?;0.7832;0.8017;si;69;A parallel case. Just as a stone flung into the water becomes the centre and cause of many circles, and as sound diffuses itself in circles in the air: so any object, placed in the luminous atmosphere, diffuses itself in circles, and fills the surrounding air with infinite images of itself. And is repeated, the whole every-where, and the whole in every smallest part. This can be proved by experime
2;fuera;es;¿Qué red social me conviene usar?;0.7834;0.8017;si;1342;You would like to see a model which will prove useful to you and to me, also it will be of use to those who will be the cause of our usefulness.
2;fuera;es;¿Qué auto me conviene comprar?;0.7937;0.8017;si;1069;GERMANY. FRANCE. a. Austria, a. Picardy. b. Saxony. b. Normandy. c. Nuremberg. c. Dauphine. d. Flanders. SPAIN. a. Biscay. b. Castille. c. Galicia. d. Portugal. e. Taragona. f. Granada.
2;fuera;es;¿Cómo funciona una vacuna?;0.7969;0.8017;si;1558;"**IlavTcov avTKX[AcpXt(uv Suo soostai smataupovTou; 2irptoo[Aiaaai w avepu>uo? 'Ae7]vac ToT? Qs.oi<; 8sj(o[j-ai.** C.A.130a; 397a]"
2;fuera;es;¿Qué es el cambio climático?;0.7916;0.8017;si;941;"OF THE HEAT THAT IS IN THE WORLD. Where there is life there is heat, and where vital heat is, there is movement of vapour. This is proved, inasmuch as we see that the element of fire by its heat always draws to itself damp vapours and thick mists as opaque clouds, which it raises from seas as well as lakes and rivers and damp valleys; and these being drawn by degrees as far as the cold region, the"
2;fuera;es;¿Cuándo llegó el hombre a la Luna?;0.7854;0.8017;si;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;es;¿Cómo se llega a Marte?;0.7806;0.8017;si;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;es;¿Quién ganó el último Mundial?;0.7604;0.8017;si;1069;GERMANY. FRANCE. a. Austria, a. Picardy. b. Saxony. b. Normandy. c. Nuremberg. c. Dauphine. d. Flanders. SPAIN. a. Biscay. b. Castille. c. Galicia. d. Portugal. e. Taragona. f. Granada.
2;fuera;es;¿Quién es mejor, Messi o Maradona?;0.7886;0.8017;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;es;¿Cómo se juega al tenis?;0.7855;0.8017;si;358;"_a b_ the tendon and ankle in raising the heel approach each other by a finger's breadth; in lowering it they separate by a finger's breadth."
2;fuera;es;¿Cuándo son los próximos Juegos Olímpicos?;0.7667;0.8017;si;1565;XVIo* C. 6 de Ciuitate Dei, 2*se Antipodes.
2;fuera;es;¿Qué película me recomendás ver?;0.8013;0.8017;si;576;Where the shadow should be on the face. General suggestions for historical pictures (577-581).
2;fuera;es;¿Cómo se hace una pizza?;0.8031;0.8017;NO;617;"Very excellent will be a stiff white paper, made of the usual mixture and filtered milk of an herb called calves foot; and when this paper is prepared and damped and folded and wrapped up it may be mixed with the mixture and thus left to dry; but if you break it before it is moistened it becomes somewhat like the thin paste called _lasagne_ and you may then damp it and wrap it up and put it in the"
2;fuera;es;¿Cuál es la mejor serie de Netflix?;0.7669;0.8017;si;1069;GERMANY. FRANCE. a. Austria, a. Picardy. b. Saxony. b. Normandy. c. Nuremberg. c. Dauphine. d. Flanders. SPAIN. a. Biscay. b. Castille. c. Galicia. d. Portugal. e. Taragona. f. Granada.
2;fuera;es;¿Cuánto cuesta el alquiler en Buenos Aires?;0.7720;0.8017;si;1361;j lorezo\\\ 2 inbiadali\\\ 3 inferri de\\\ 4in lorezo\\\ 5[inno abuil]\\ 6 in acocatu\\\ 7 per la sella\\\ 8colte di lor\\\ 9v cavallott\\\ I0el uiagg\\\ IIal\\\ I2a lurez\\\ 13in biada\\\ 14inferri\\\ 15abuss\\\ 16in viagg\\\ 17alorz\\\
2;fuera;es;¿Me ayudás con mi declaración de impuestos?;0.7931;0.8017;si;1560;"Ut bene respondet Naturae ars docta! dedisset Vincius, ut tribuit cetera  sic animam  Noluit ut similis magis haec foret: altera sic est: Possidet illius Maurus amans animam. Hujus quam cernis nomen Lucretia, Divi Omnia cui larga contribuere manu. Rara huic forma data est; pinxit Leonardos, amavit Maurus, pictorum primus hic, ille ducum. Naturam, ac superas hac laesit imagine Divas Pictor: tantu"
2;fuera;en;Why does the Mona Lisa smile like that?;0.8425;0.8592;si;170;The shadow _m_ bears the same proportion to the shadow _n_ as the line _b c_ to the line _f c_.
2;fuera;en;Where is the Mona Lisa kept today?;0.8130;0.8592;si;1489;"_It may be incidentally remarked that no sketches are known for the portrait of ""Mona Lisa"", nor do the MS. notes ever allude to it, though according to Vasari the master had it in hand for fully four years. Leonardo's cartoon for the picture of the battle of Anghiari has shared the fate of the rival work, Michaelangelo's ""Bathers summoned to Battle"". Both have been lost in some wholly inexplicabl"
2;fuera;en;How much is the Salvator Mundi worth?;0.8068;0.8592;si;1344;I am greatly vexed to be in necessity, but I still more regret that this should be the cause of the hindrance of my wish which is always disposed to obey your Excellency. Perhaps your Excellency did not give further orders to Messer Gualtieri, believing that I had money enough. I am greatly annoyed that you should have found me in necessity, and that my having to earn my living should have hindere
2;fuera;en;What did you feel while painting the Last Supper?;0.8581;0.8592;si;662;The painter strives and competes with nature. _X. Studies and Sketches for Pictures and Decorations. An artist's manuscript notes can hardly be expected to contain any thing more than incidental references to those masterpieces of his work of which the fame, sounded in the writings of his contemporaries, has left a glorious echo to posterity. We need not therefore be surprised to find that the tex
2;fuera;en;Did you quarrel with Michelangelo in Florence?;0.8481;0.8592;si;1455;Search in Florence for...... *7. 36. _Meteora_. See No. 1448, 25.
2;fuera;en;What do you think of the Sistine Chapel?;0.8475;0.8592;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;en;What is your opinion of Raphael?;0.8461;0.8592;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;en;What was your relationship with Salai like?;0.8573;0.8592;si;1533;I gave to Salai 93 lire 6 soldi, of which I have had 67 lire and there remain 26 lire 6 soldi.
2;fuera;en;Did you have any children?;0.8252;0.8592;si;1359;As I told you in past days, you know that I am without any.... Francesco d'Antonio. Bernardo di Maestro Jacopo.
2;fuera;en;Were you ever married?;0.8265;0.8592;si;1366;Tell me if ever I did a thing which me ....
2;fuera;en;What was your father like?;0.8367;0.8592;si;1364;[When I did well, as a boy you used to put me in prison. Now if I do it being grown up, you will do worse to me.]
2;fuera;en;Is it true that you were put on trial in Florence?;0.8536;0.8592;si;1455;Search in Florence for...... *7. 36. _Meteora_. See No. 1448, 25.
2;fuera;en;Where are you buried?;0.8315;0.8592;si;1019;In the Cathedral at the pulley of the nail of the cross. Item. To place the mass _v r_ in the...
2;fuera;en;What did you die of?;0.8394;0.8592;si;845;Our life is made by the death of others. In dead matter insensible life remains, which, reunited to the stomachs of living beings, resumes life, both sensual and intellectual.
2;fuera;en;How old were you when you died?;0.8520;0.8592;si;1372;On the 9th of July 1504, Wednesday, at seven o'clock, died Ser Piero da Vinci, notary at the Palazzo del Podest*a, my father, --at seven o'clock, being eighty years old, leaving behind ten sons and two daughters.
2;fuera;en;Who won the last election in Argentina?;0.7628;0.8592;si;1450;Giuliano Condi[*1],--Tomaso Ridolf1,-- Tomaso Paganelli,--Nicolo delNero,--Simone Zasti,--Nasi,--the heir of Lionardo Manelli, --Guglielmo di Ser Martino,--Bartolomeo del Tovaglia,--Andrea Arrigucci,-- Nicolo Capponi,--Giovanni Portinari.
2;fuera;en;What do you think of the president of the United States?;0.8415;0.8592;si;1191;"Ask counsel of him who rules himself well. Justice requires power, insight, and will; and it resembles the queen-bee. He who does not punish evil commands it to be done. He who takes the snake by the tail will presently be bitten by it. The grave will fall in upon him who digs it."
2;fuera;en;What is happening with the war in Ukraine?;0.8359;0.8592;si;1299;Blood will be seen issuing from the torn flesh of men, and trickling down the surface. Men will have such cruel maladies that they will tear their flesh with their own nails. *(The Itch.)* Plants will be seen left without leaves, and the rivers standing still in their channels. The waters of the sea will rise above the high peaks of the mountains towards heaven and fall again on to the dwellings o
2;fuera;en;What do you think of the European Union?;0.8417;0.8592;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;en;How does the internet work?;0.8591;0.8592;si;65;"PERSPECTIVE. The air is filled with endless images of the objects distributed in it; and all are represented in all, and all in one, and all in each, whence it happens that if two mirrors are placed in such a manner as to face each other exactly, the first will be reflected in the second and the second in the first. The first being reflected in the second takes to it the image of itself with all t"
2;fuera;en;What is a cryptocurrency?;0.8040;0.8592;si;900;OF THE MOON. All my opponent's arguments to say that there is no water in the moon.
2;fuera;en;How does a smartphone work?;0.8544;0.8592;si;270;OF THE RAYS WHICH CONVEY THROUGH THE AIR THE IMAGES OF OBJECTS. All the minutest parts of the image intersect each other without interfering with each other. To prove this let _r_ be one of the sides of the hole, opposite to which let _s_ be the eye which sees the lower end _o_ of the line _n o_. The other extremity cannot transmit its image to the eye _s_ as it has to strike the end _r_ and it is
2;fuera;en;Which social network should I use?;0.8183;0.8592;si;1558;"**IlavTcov avTKX[AcpXt(uv Suo soostai smataupovTou; 2irptoo[Aiaaai w avepu>uo? 'Ae7]vac ToT? Qs.oi<; 8sj(o[j-ai.** C.A.130a; 397a]"
2;fuera;en;What car should I buy?;0.8369;0.8592;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;en;How does a vaccine work?;0.8546;0.8592;si;843;"HOW THE BODY OF ANIMALS IS CONSTANTLY DYING AND BEING RENEWED. The body of any thing whatever that takes nourishment constantly dies and is constantly renewed; because nourishment can only enter into places where the former nourishment has expired, and if it has expired it no longer has life. And if you do not supply nourishment equal to the nourishment which is gone, life will fail in vigour, and"
2;fuera;en;What is climate change?;0.8394;0.8592;si;1297;PROPHECIES. There will be many which will increase in their destruction. *(The Ball of Snow rolling over Snow.)* There will be many who, forgetting their existence and their name, will lie as dead on the spoils of other dead creatures. *(Sleeping on the Feathers of Birds.)* The East will be seen to rush to the West and the South to the North in confusion round and about the universe, with great no
2;fuera;en;When did man land on the Moon?;0.8045;0.8592;si;907;How the spots on the moon must have varied from what they formerly were, by reason of the course of its waters. On the moon's halo.
2;fuera;en;How do we get to Mars?;0.8571;0.8592;si;101;"Begin from the line _m f_ with the eye below; then go up and do the same with the line _n f_, then with the eye above and close to the 2 gauges on the ground look at _m n_; then as _c m_ is to _m n_ so will _n m_ be to _n s_. If _a n_ goes 3 times into _f b, m p_ will do the same into _p g_. Then go backwards so far as that _c d_ goes twice into _a n_ and _p g_ will be equal to _g h_. And _m p_ wi"
2;fuera;en;Who won the last World Cup?;0.7863;0.8592;si;1069;GERMANY. FRANCE. a. Austria, a. Picardy. b. Saxony. b. Normandy. c. Nuremberg. c. Dauphine. d. Flanders. SPAIN. a. Biscay. b. Castille. c. Galicia. d. Portugal. e. Taragona. f. Granada.
2;fuera;en;Who is better, Messi or Maradona?;0.8248;0.8592;si;1382;Ask maestro Lodovico for 'the conduits of water'. F1. Uff.]
2;fuera;en;How do you play tennis?;0.8392;0.8592;si;358;"_a b_ the tendon and ankle in raising the heel approach each other by a finger's breadth; in lowering it they separate by a finger's breadth."
2;fuera;en;When are the next Olympic Games?;0.8130;0.8592;si;697;A felled tree which is shooting again. I am still hopeful. A falcon, Time.
2;fuera;en;What film should I watch?;0.8409;0.8592;si;576;Where the shadow should be on the face. General suggestions for historical pictures (577-581).
2;fuera;en;How do you make a pizza?;0.8639;0.8592;NO;617;"Very excellent will be a stiff white paper, made of the usual mixture and filtered milk of an herb called calves foot; and when this paper is prepared and damped and folded and wrapped up it may be mixed with the mixture and thus left to dry; but if you break it before it is moistened it becomes somewhat like the thin paste called _lasagne_ and you may then damp it and wrap it up and put it in the"
2;fuera;en;What is the best series on Netflix?;0.8100;0.8592;si;40;ON PAINTING. Perspective is the best guide to the art of Painting.
2;fuera;en;How much is rent in Buenos Aires?;0.8061;0.8592;si;1511;On the first day of February, lire 1200. S.K.M.III. 47a]
2;fuera;en;Can you help me with my tax return?;0.8234;0.8592;si;1342;You would like to see a model which will prove useful to you and to me, also it will be of use to those who will be the cause of our usefulness.
2;fuera;en;What is the weather forecast for tomorrow?;0.8409;0.8592;si;697;A felled tree which is shooting again. I am still hopeful. A falcon, Time.
